Frame Number,Player Coordinates,Resp Team,Ball Coordinates,Distance
27,"[192.66729764145558, 368.28376352823403]",1,"[132.16637893271945, 342.9165614551609]",65.60378118384048
27,"[119.09505403529145, 387.1315425663135]",0,"[132.16637893271945, 342.9165614551609]",46.10665992276716
28,"[154.94223164015455, 515.6152093632345]",0,"[132.16637893271945, 342.9165614551609]",174.19403679755388
28,"[140.7339448472693, 181.5953898901669]",1,"[132.16637893271945, 342.9165614551609]",161.54851773013078
28,"[166.9767370621901, 378.3190607948147]",1,"[132.16637893271945, 342.9165614551609]",49.64975319773694
28,"[154.2614916349945, 392.9713731488556]",0,"[132.16637893271945, 342.9165614551609]",54.714515249771466
28,"[240.83944966669847, 224.67689384083334]",1,"[132.16637893271945, 342.9165614551609]",160.59406994126235
28,"[179.508834126049, 389.7126885285177]",0,"[132.16637893271945, 342.9165614551609]",66.56715085384211
28,"[198.3159783879626, 391.0602197219671]",1,"[132.16637893271945, 342.9165614551609]",81.81431011381883
28,"[143.15098355671913, 248.6775517813514]",1,"[132.16637893271945, 342.9165614551609]",94.8770387556755
28,"[47.47046645624463, 373.9143321191175]",1,"[132.16637893271945, 342.9165614551609]",90.1901290405881
28,"[176.64244649861544, 245.97247714208567]",0,"[132.16637893271945, 342.9165614551609]",106.65962717648502
28,"[106.78333820965399, 354.0707636850651]",0,"[132.16637893271945, 342.9165614551609]",27.72570979676445
28,"[181.0319140727708, 323.7884957397769]",0,"[132.16637893271945, 342.9165614551609]",52.47593184056517
28,"[142.28785988454442, 328.2521220520994]",0,"[132.16637893271945, 342.9165614551609]",17.81825355258526
28,"[162.57178009107082, 72.68283477586932]",1,"[132.16637893271945, 342.9165614551609]",271.93888183666996
28,"[207.91449585348371, 309.0845369236097]",0,"[132.16637893271945, 342.9165614551609]",82.96012958611658
28,"[202.46034421737667, 387.6275308288539]",0,"[132.16637893271945, 342.9165614551609]",83.30853700417447
28,"[105.1330466487958, 241.68164590549628]",0,"[132.16637893271945, 342.9165614551609]",104.78219877784944
28,"[196.29341667146235, 284.7524420387445]",1,"[132.16637893271945, 342.9165614551609]",86.57564182051036
28,"[192.67772885713046, 368.300194763817]",1,"[132.16637893271945, 342.9165614551609]",65.61975548280283
28,"[119.09613816790619, 387.1285241518615]",0,"[132.16637893271945, 342.9165614551609]",46.103457995519506
29,"[154.94275012763936, 515.6139733512815]",0,"[132.16637893271945, 342.9165614551609]",174.19287918978526
29,"[140.52120948510606, 181.52520255953775]",1,"[132.16637893271945, 342.9165614551609]",161.60746863847268
29,"[135.60940865246883, 358.0001396165949]",1,"[132.16637893271945, 342.9165614551609]",15.471547556827206
29,"[240.6162262695469, 225.24898643265857]",1,"[132.16637893271945, 342.9165614551609]",160.021959740085
29,"[166.8683620895346, 379.88960359287364]",1,"[132.16637893271945, 342.9165614551609]",50.70733161913536
29,"[176.54368285278656, 245.99994057574514]",0,"[132.16637893271945, 342.9165614551609]",106.59351061813476
29,"[143.10439030369272, 250.37380205736264]",1,"[132.16637893271945, 342.9165614551609]",93.1869218812936
29,"[154.1696091408084, 394.5284512546524]",0,"[132.16637893271945, 342.9165614551609]",56.10641058083304
29,"[106.88890625222773, 354.1122953871414]",0,"[132.16637893271945, 342.9165614551609]",27.645887278014882
29,"[142.27588300012698, 328.24795208252675]",0,"[132.16637893271945, 342.9165614551609]",17.814886286919133
29,"[181.01485432841127, 323.75722255402985]",0,"[132.16637893271945, 342.9165614551609]",52.471457151597214
29,"[198.0355911200319, 394.2689100778099]",1,"[132.16637893271945, 342.9165614551609]",83.52135549210917
29,"[162.52487287532583, 72.71327790490358]",1,"[132.16637893271945, 342.9165614551609]",271.90338834925177
29,"[48.26403172502158, 376.8476195915945]",1,"[132.16637893271945, 342.9165614551609]",90.50370474858542
29,"[179.0378633952365, 390.18272441567177]",0,"[132.16637893271945, 342.9165614551609]",66.56595388582326
29,"[104.98075432818916, 241.92969890035704]",0,"[132.16637893271945, 342.9165614551609]",104.58204718689191
29,"[202.15187391033786, 387.32717555404923]",0,"[132.16637893271945, 342.9165614551609]",82.88710485897448
29,"[192.56466509819654, 369.4641180392056]",1,"[132.16637893271945, 342.9165614551609]",65.97519027869427
29,"[207.7934063784791, 309.23480825715944]",0,"[132.16637893271945, 342.9165614551609]",82.78833117518894
29,"[196.2625147276994, 285.497474948854]",1,"[132.16637893271945, 342.9165614551609]",86.05385592213322
30,"[140.30571295155588, 182.42481535920064]",1,"[132.16637893271945, 342.9165614551609]",160.6980065937358
30,"[154.96422415663056, 515.5401818283958]",0,"[132.16637893271945, 342.9165614551609]",174.12253173445455
30,"[49.016020505177494, 379.7055262324929]",1,"[132.16637893271945, 342.9165614551609]",90.92529920773686
30,"[240.28785478232734, 226.9512397473917]",1,"[132.16637893271945, 342.9165614551609]",158.55033705004774
30,"[166.64061644693166, 380.44402780537956]",1,"[132.16637893271945, 342.9165614551609]",50.95864777300425
30,"[142.9601164494863, 251.09204756914568]",1,"[132.16637893271945, 342.9165614551609]",92.45672566116464
30,"[197.84873814738174, 395.41396475576283]",1,"[132.16637893271945, 342.9165614551609]",84.08418201606045
30,"[176.3129519237614, 247.05189960625142]",0,"[132.16637893271945, 342.9165614551609]",105.54123979875901
30,"[142.20655568322658, 328.2076633479124]",0,"[132.16637893271945, 342.9165614551609]",17.808897571462484
30,"[106.95450977823018, 354.15996966911996]",0,"[132.16637893271945, 342.9165614551609]",27.605299754373437
30,"[178.56286819952587, 392.04741374172545]",1,"[132.16637893271945, 342.9165614551609]",67.5756972786009
30,"[180.8359927652524, 323.55829910895]",0,"[132.16637893271945, 342.9165614551609]",52.3781789648381
30,"[162.48700366500898, 72.77443871167033]",1,"[132.16637893271945, 342.9165614551609]",271.83838353793135
30,"[104.91703215788635, 242.33389233436432]",0,"[132.16637893271945, 342.9165614551609]",104.20844604502435
30,"[201.5096376049269, 390.8461010900259]",0,"[132.16637893271945, 342.9165614551609]",84.29548204317221
30,"[135.7970675231242, 358.2276425284401]",1,"[132.16637893271945, 342.9165614551609]",15.735663420174674
30,"[192.4507820656033, 371.77714222423896]",1,"[132.16637893271945, 342.9165614551609]",66.83668441370006
30,"[207.73783509976207, 309.3119206445842]",0,"[132.16637893271945, 342.9165614551609]",82.70620817819615
30,"[154.1691065245613, 396.6345930047096]",0,"[132.16637893271945, 342.9165614551609]",58.04952140232603
31,"[140.1197014271696, 182.71604044077847]",1,"[140.53051221982213, 361.43945013809656]",178.72388183827806
31,"[154.97949968771326, 515.3923325098118]",0,"[140.53051221982213, 361.43945013809656]",154.62943843074146
31,"[49.670028250171164, 381.67081114296894]",1,"[140.53051221982213, 361.43945013809656]",93.08563538650135
31,"[240.09084737287304, 227.32314350435175]",1,"[140.53051221982213, 361.43945013809656]",167.0312666564691
31,"[166.50084914607223, 380.66274260804863]",1,"[140.53051221982213, 361.43945013809656]",32.310886299330534
31,"[197.76315259610942, 396.84366951226343]",1,"[140.53051221982213, 361.43945013809656]",67.29809710486295
31,"[142.81343065975105, 251.1053530637962]",1,"[140.53051221982213, 361.43945013809656]",110.35771243463006
31,"[176.1549113351919, 247.90855898955311]",0,"[140.53051221982213, 361.43945013809656]",118.98891148890127
31,"[142.172303061869, 328.1725197549873]",0,"[140.53051221982213, 361.43945013809656]",33.30741860732629
31,"[180.6897101040346, 323.56173070121855]",0,"[140.53051221982213, 361.43945013809656]",55.204010764093766
31,"[136.11808576345035, 359.453870509113]",1,"[140.53051221982213, 361.43945013809656]",4.838598319340428
31,"[192.3030976223691, 372.66993524584416]",1,"[140.53051221982213, 361.43945013809656]",52.976640088055426
31,"[107.0467326352569, 354.1493216115848]",0,"[140.53051221982213, 361.43945013809656]",34.26819909479936
31,"[162.4086660150567, 72.94580980275437]",1,"[140.53051221982213, 361.43945013809656]",289.32202496081374
31,"[178.17274353919635, 394.6077126728462]",0,"[140.53051221982213, 361.43945013809656]",50.17042174703493
31,"[195.71976766067337, 287.18097092672105]",1,"[140.53051221982213, 361.43945013809656]",92.52121730123214
31,"[201.06661191869307, 392.9987514338122]",0,"[140.53051221982213, 361.43945013809656]",68.26865214009575
31,"[192.22408515553363, 192.9121005985103]",1,"[140.53051221982213, 361.43945013809656]",176.27731852310893
31,"[104.77012533948044, 242.68418814481754]",0,"[140.53051221982213, 361.43945013809656]",124.02264922555095
32,"[136.67131127661236, 360.5834076524193]",1,"[140.53051221982213, 361.43945013809656]",3.9530040042170107
32,"[139.93364965452122, 182.26621205332498]",1,"[140.53051221982213, 361.43945013809656]",179.174232217426
32,"[155.01112121179318, 515.1290638434791]",0,"[140.53051221982213, 361.43945013809656]",154.37028664120587
32,"[239.8418300063971, 227.6799805507538]",1,"[140.53051221982213, 361.43945013809656]",166.596319121382
32,"[197.64553758243, 397.26862111030215]",1,"[140.53051221982213, 361.43945013809656]",67.42296059004588
32,"[50.338868355052576, 383.37967110404924]",1,"[140.53051221982213, 361.43945013809656]",92.82190430638802
32,"[191.90619809205717, 193.43507356170898]",1,"[140.53051221982213, 361.43945013809656]",175.68418155219103
32,"[166.34744825852493, 380.8009297844409]",1,"[140.53051221982213, 361.43945013809656]",32.27043663358581
32,"[192.14706565015115, 373.88374695479104]",1,"[140.53051221982213, 361.43945013809656]",53.095471664615644
32,"[142.63463417034507, 251.3283109395415]",1,"[140.53051221982213, 361.43945013809656]",110.13124127506346
32,"[176.0157534304462, 248.36185918766793]",0,"[140.53051221982213, 361.43945013809656]",118.51474135705074
32,"[177.83480605886464, 396.6062406783339]",0,"[140.53051221982213, 361.43945013809656]",51.26708003905188
32,"[142.21180329091416, 331.4361593717972]",0,"[140.53051221982213, 361.43945013809656]",30.050361004035178
32,"[180.49541127114415, 327.04393442226433]",0,"[140.53051221982213, 361.43945013809656]",52.728025352182705
32,"[195.47603261221803, 287.3747693416033]",1,"[140.53051221982213, 361.43945013809656]",92.2203185457393
32,"[162.37295725564013, 73.1882563002835]",1,"[140.53051221982213, 361.43945013809656]",289.0775729005403
32,"[107.09185277427333, 354.58711556302967]",0,"[140.53051221982213, 361.43945013809656]",34.13353826728262
32,"[120.19585580361806, 391.49486615273184]",0,"[140.53051221982213, 361.43945013809656]",36.28810112664845
32,"[200.478546543656, 395.20823248675117]",0,"[140.53051221982213, 361.43945013809656]",68.80477803613911
32,"[104.62239207053149, 243.1492386295544]",0,"[140.53051221982213, 361.43945013809656]",123.6202541309131
32,"[154.33158263166598, 399.9149516144523]",0,"[140.53051221982213, 361.43945013809656]",40.87583342721866
33,"[137.0017960793477, 360.2585182414845]",1,"[140.53051221982213, 361.43945013809656]",3.7210801851720903
33,"[139.85263073190242, 183.57480242102767]",1,"[140.53051221982213, 361.43945013809656]",177.86593949047324
33,"[155.0290297479612, 514.9738352886162]",0,"[140.53051221982213, 361.43945013809656]",154.21742584436387
33,"[191.75181708674626, 194.36014601289136]",1,"[140.53051221982213, 361.43945013809656]",174.75444469092395
33,"[50.95487688787553, 384.95319661962554]",1,"[140.53051221982213, 361.43945013809656]",92.61042446031384
33,"[239.70085015234736, 227.7470521800458]",1,"[140.53051221982213, 361.43945013809656]",166.4584428541402
33,"[166.27768406960368, 380.86073339872615]",1,"[140.53051221982213, 361.43945013809656]",32.250629478380645
33,"[142.38001820881567, 251.36370244217673]",1,"[140.53051221982213, 361.43945013809656]",110.09128441079758
33,"[175.85523310288917, 249.25051018660997]",0,"[140.53051221982213, 361.43945013809656]",117.61885118000795
33,"[177.4197636246178, 397.6842615802085]",0,"[140.53051221982213, 361.43945013809656]",51.715599442339126
33,"[142.28807692430067, 334.3138346056086]",0,"[140.53051221982213, 361.43945013809656]",27.182495317883937
33,"[191.9749731214379, 375.4779568852204]",1,"[140.53051221982213, 361.43945013809656]",53.32553074416527
33,"[197.63718076917456, 397.7117879640612]",1,"[140.53051221982213, 361.43945013809656]",67.65245068854864
33,"[195.26184142745345, 287.43279059081897]",1,"[140.53051221982213, 361.43945013809656]",92.046206082493
33,"[107.39384974326099, 357.7964452044982]",0,"[140.53051221982213, 361.43945013809656]",33.336314808805085
33,"[162.3245509112526, 73.31413087344735]",1,"[140.53051221982213, 361.43945013809656]",288.9484032207819
33,"[180.3183864328007, 329.7400664079712]",0,"[140.53051221982213, 361.43945013809656]",50.87166070866512
33,"[120.28246260310674, 391.34590838246794]",0,"[140.53051221982213, 361.43945013809656]",36.11619800038893
33,"[104.60151641360673, 243.21389997209005]",0,"[140.53051221982213, 361.43945013809656]",123.56445059845475
33,"[154.48586593045624, 400.31412845928264]",0,"[140.53051221982213, 361.43945013809656]",41.303662207661496
33,"[200.16351137122695, 395.85052264574426]",0,"[140.53051221982213, 361.43945013809656]",68.84923019844183
34,"[137.00648453444745, 360.22218514709857]",1,"[140.53051221982213, 361.43945013809656]",3.7283381265111317
34,"[139.8526475745698, 183.5748827601025]",1,"[140.53051221982213, 361.43945013809656]",177.865859087792
34,"[155.029030866878, 514.9738828121255]",0,"[140.53051221982213, 361.43945013809656]",154.21747326258117
34,"[191.7518264104423, 194.36028459945027]",1,"[140.53051221982213, 361.43945013809656]",174.7543149238513
34,"[50.95487688787553, 384.95319661962554]",1,"[140.53051221982213, 361.43945013809656]",92.61042446031384
34,"[239.7008271540872, 227.747303738926]",1,"[140.53051221982213, 361.43945013809656]",166.4582271111241
34,"[166.27443084633543, 380.86006457521387]",1,"[140.53051221982213, 361.43945013809656]",32.247629546428804
34,"[142.38002215368113, 251.36382613290863]",1,"[140.53051221982213, 361.43945013809656]",110.09116080379455
34,"[175.85523154369275, 249.25064630470496]",0,"[140.53051221982213, 361.43945013809656]",117.6187208775774
34,"[177.41511688173588, 397.6904641289428]",0,"[140.53051221982213, 361.43945013809656]",51.71663249313704
34,"[142.28778818449243, 334.3034978680511]",0,"[140.53051221982213, 361.43945013809656]",27.192791773155474
34,"[191.97118032400968, 375.4751639964532]",1,"[140.53051221982213, 361.43945013809656]",53.321136508131964
34,"[195.26181382359982, 287.43289060194445]",1,"[140.53051221982213, 361.43945013809656]",92.04610925846734
34,"[197.6343743988661, 397.7265103685626]",1,"[140.53051221982213, 361.43945013809656]",67.6579767354354
34,"[107.39382652502898, 357.79644812769106]",0,"[140.53051221982213, 361.43945013809656]",33.336337568535136
34,"[162.32452015256962, 73.31430723837705]",1,"[140.53051221982213, 361.43945013809656]",288.9482250382522
34,"[180.31816832630923, 329.74905132888193]",0,"[140.53051221982213, 361.43945013809656]",50.86589186414756
34,"[120.28066261044255, 391.33886921963114]",0,"[140.53051221982213, 361.43945013809656]",36.11137868616655
34,"[104.60152097974834, 243.21395704630766]",0,"[140.53051221982213, 361.43945013809656]",123.5643946625642
34,"[154.4869007573856, 400.3134810127819]",0,"[140.53051221982213, 361.43945013809656]",41.30340249249959
34,"[200.16328994899789, 395.82627349889617]",0,"[140.53051221982213, 361.43945013809656]",68.83692178289289
35,"[137.34601545938423, 360.74583284713935]",1,"[146.25759457784855, 371.9919150367504]",14.348888702618622
35,"[191.43876166099625, 194.8986611288642]",1,"[146.25759457784855, 371.9919150367504]",182.765856873428
35,"[139.7789658040141, 184.70060003478912]",1,"[146.25759457784855, 371.9919150367504]",187.40333323063666
35,"[155.11425733333408, 515.110505463392]",0,"[146.25759457784855, 371.9919150367504]",143.39236869817438
35,"[51.189391348490744, 384.64871149618176]",1,"[146.25759457784855, 371.9919150367504]",95.90702665537053
35,"[239.54703628436843, 227.5771456330283]",1,"[146.25759457784855, 371.9919150367504]",171.92598859929353
35,"[177.00119987875593, 397.86533788690775]",0,"[146.25759457784855, 371.9919150367504]",40.18212633598456
35,"[166.21136914957455, 382.07474310519683]",1,"[146.25759457784855, 371.9919150367504]",22.35657714224407
35,"[142.26231911167432, 251.77113267557664]",1,"[146.25759457784855, 371.9919150367504]",120.28715117411055
35,"[120.46630689750106, 392.7341304545054]",0,"[146.25759457784855, 371.9919150367504]",33.09728116699313
35,"[142.27535145811365, 336.5485735131016]",0,"[146.25759457784855, 371.9919150367504]",35.666352751952154
35,"[175.75016843105993, 250.19303719707494]",0,"[146.25759457784855, 371.9919150367504]",125.31870792300452
35,"[195.06448060689172, 287.53958077201247]",1,"[146.25759457784855, 371.9919150367504]",97.54131886854432
35,"[191.80555936973974, 375.7642207197046]",1,"[146.25759457784855, 371.9919150367504]",45.70390997331637
35,"[107.72102362957197, 360.6285466091061]",0,"[146.25759457784855, 371.9919150367504]",40.177026302029105
35,"[104.60497385073847, 243.23763355576583]",0,"[146.25759457784855, 371.9919150367504]",135.32407698972526
35,"[162.28404833662506, 73.30340380751332]",1,"[146.25759457784855, 371.9919150367504]",299.11816053262345
35,"[154.54516487251112, 400.0384749226647]",0,"[146.25759457784855, 371.9919150367504]",29.245398660697894
35,"[180.16259746416682, 331.3490982369132]",0,"[146.25759457784855, 371.9919150367504]",52.92813786773892
35,"[197.40872139354633, 400.8541523093821]",1,"[146.25759457784855, 371.9919150367504]",58.73215912000243
35,"[199.79781729432025, 396.8792540067023]",0,"[146.25759457784855, 371.9919150367504]",59.04180797989403
36,"[137.49768755195765, 361.36959128960865]",1,"[146.25759457784855, 371.9919150367504]",13.768432477640456
36,"[139.65293309991597, 184.46497709647193]",1,"[146.25759457784855, 371.9919150367504]",187.64320932689023
36,"[155.21763019359665, 515.5466155823345]",0,"[146.25759457784855, 371.9919150367504]",143.83405120821635
36,"[191.1282900691093, 195.95308976960652]",1,"[146.25759457784855, 371.9919150367504]",181.66740851155848
36,"[166.11544770634964, 383.3967280567527]",1,"[146.25759457784855, 371.9919150367504]",22.899870979862182
36,"[239.31445000988342, 227.725845331973]",1,"[146.25759457784855, 371.9919150367504]",171.67491724466427
36,"[51.48500333880754, 384.4383750141015]",1,"[146.25759457784855, 371.9919150367504]",95.58639242135963
36,"[142.4203214181487, 337.7931818908216]",0,"[146.25759457784855, 371.9919150367504]",34.41334064121941
36,"[142.15163900732654, 252.75505457059745]",1,"[146.25759457784855, 371.9919150367504]",119.3075344015286
36,"[175.60340129403625, 250.26432426815612]",0,"[146.25759457784855, 371.9919150367504]",125.21494609730186
36,"[194.9081028835066, 287.83417201593477]",1,"[146.25759457784855, 371.9919150367504]",97.20801236912801
36,"[191.67706237814983, 375.6316008708514]",1,"[146.25759457784855, 371.9919150367504]",45.56506741170872
36,"[176.68721479943093, 398.62686591274917]",0,"[146.25759457784855, 371.9919150367504]",40.43986146114502
36,"[120.75662407655372, 395.55595701224274]",0,"[146.25759457784855, 371.9919150367504]",34.721226515356186
36,"[104.60028297918024, 243.65044864918752]",0,"[146.25759457784855, 371.9919150367504]",134.93281144383852
36,"[162.20346512198975, 73.34180472653965]",1,"[146.25759457784855, 371.9919150367504]",299.07550748216005
36,"[154.62026118222747, 399.89460582681363]",0,"[146.25759457784855, 371.9919150367504]",29.128926277188334
36,"[107.95452437620185, 362.4066051423926]",0,"[146.25759457784855, 371.9919150367504]",39.484216500307426
36,"[180.04121116254686, 332.90462366747596]",0,"[146.25759457784855, 371.9919150367504]",51.66380837809442
36,"[199.61338217990158, 396.3917065124184]",0,"[146.25759457784855, 371.9919150367504]",58.67017892159079
36,"[197.16582234077174, 403.13482270381985]",1,"[146.25759457784855, 371.9919150367504]",59.67854180458229
37,"[190.8972887996034, 195.90527495592477]",1,"[146.25759457784855, 371.9919150367504]",181.65683888906028
37,"[139.45395401732864, 185.26751691491955]",1,"[146.25759457784855, 371.9919150367504]",186.84830847197077
37,"[155.29760661250722, 515.464862758278]",0,"[146.25759457784855, 371.9919150367504]",143.75746431226082
37,"[166.0584932318885, 385.668878022034]",1,"[146.25759457784855, 371.9919150367504]",24.065221877397637
37,"[137.6563856967329, 362.62571418776025]",1,"[146.25759457784855, 371.9919150367504]",12.716387559374185
37,"[176.43735350304087, 402.82201013088445]",0,"[146.25759457784855, 371.9919150367504]",43.14293235625127
37,"[142.41455161935994, 338.04856341461306]",0,"[146.25759457784855, 371.9919150367504]",34.160212214282915
37,"[142.08230377558704, 253.96809795448573]",1,"[146.25759457784855, 371.9919150367504]",118.09764795266383
37,"[238.97708582726491, 229.0206179418686]",1,"[146.25759457784855, 371.9919150367504]",170.40450654411566
37,"[194.67355980778711, 289.83965877012275]",1,"[146.25759457784855, 371.9919150367504]",95.35774168280352
37,"[52.20166034880121, 386.6644190357033]",1,"[146.25759457784855, 371.9919150367504]",95.19349314579316
37,"[191.52047734077638, 376.2746130242651]",1,"[146.25759457784855, 371.9919150367504]",45.465042153975965
37,"[104.49384611309924, 243.89372037147712]",0,"[146.25759457784855, 371.9919150367504]",134.73439858599252
37,"[175.4777902412917, 250.2357378721386]",0,"[146.25759457784855, 371.9919150367504]",125.21336395269573
37,"[121.1267087916688, 397.69672685718]",0,"[146.25759457784855, 371.9919150367504]",35.94855728846025
37,"[154.9166650926131, 399.96846331819836]",0,"[146.25759457784855, 371.9919150367504]",29.28594809672128
37,"[162.13800549339646, 73.3562002613998]",1,"[146.25759457784855, 371.9919150367504]",299.0576492755723
37,"[108.1546006135453, 364.53852797959075]",0,"[146.25759457784855, 371.9919150367504]",38.82513525626878
37,"[179.8974232861597, 334.2022776492476]",0,"[146.25759457784855, 371.9919150367504]",50.59342614810213
37,"[197.21250936639225, 405.0963446939622]",1,"[146.25759457784855, 371.9919150367504]",60.7643530701762
37,"[206.61261827198462, 315.4448793475911]",0,"[146.25759457784855, 371.9919150367504]",82.70608278930143
38,"[190.48375059228155, 196.12783958585612]",1,"[146.25759457784855, 371.9919150367504]",181.33980784706597
38,"[155.41387081349905, 515.7045045098151]",0,"[146.25759457784855, 371.9919150367504]",144.00397830461898
38,"[139.33235691939365, 185.80248768198288]",1,"[146.25759457784855, 371.9919150367504]",186.31817349717213
38,"[165.99889276368347, 386.91990608103754]",1,"[146.25759457784855, 371.9919150367504]",24.750025670297106
38,"[137.86674997333503, 364.5256542901482]",1,"[146.25759457784855, 371.9919150367504]",11.231710587143272
38,"[141.95410957220398, 254.79692828911627]",1,"[146.25759457784855, 371.9919150367504]",117.27397367690732
38,"[194.44447173283868, 291.5018139960366]",1,"[146.25759457784855, 371.9919150367504]",93.81168101838078
38,"[142.40739201597196, 337.8447886346561]",0,"[146.25759457784855, 371.9919150367504]",34.36350245955858
38,"[238.72286951139557, 229.75961336478787]",1,"[146.25759457784855, 371.9919150367504]",169.64626346442353
38,"[191.3924489693383, 376.9682224652727]",1,"[146.25759457784855, 371.9919150367504]",45.408355140482094
38,"[104.28912885801593, 243.9901514811087]",0,"[146.25759457784855, 371.9919150367504]",134.70636060792071
38,"[53.07487864553589, 389.57831002591837]",1,"[146.25759457784855, 371.9919150367504]",94.82773769966838
38,"[175.3690899897671, 250.17821966623157]",0,"[146.25759457784855, 371.9919150367504]",125.24398406685935
38,"[121.37020281214372, 398.7577911769204]",0,"[146.25759457784855, 371.9919150367504]",36.54852109799513
38,"[176.0429200505475, 405.00245731981283]",0,"[146.25759457784855, 371.9919150367504]",44.461910837664874
38,"[108.34111166181033, 365.18818146570726]",0,"[146.25759457784855, 371.9919150367504]",38.522077659803834
38,"[162.12748977270192, 73.58786362997496]",1,"[146.25759457784855, 371.9919150367504]",298.8257543610877
38,"[179.79383836436168, 334.2818453626319]",0,"[146.25759457784855, 371.9919150367504]",50.46512659386989
38,"[155.277601082684, 399.89530181577635]",0,"[146.25759457784855, 371.9919150367504]",29.325066258871317
38,"[206.44821563141937, 316.03460744354214]",0,"[146.25759457784855, 371.9919150367504]",82.18352107263041
38,"[197.15232556939094, 406.5561378728718]",1,"[146.25759457784855, 371.9919150367504]",61.522021609879815
38,"[198.81720568246791, 396.001209410553]",0,"[146.25759457784855, 371.9919150367504]",57.783725527147645
39,"[190.12218337472635, 196.5425953792185]",1,"[146.25759457784855, 371.9919150367504]",180.84956709544534
39,"[165.90497260623494, 387.79727509946065]",1,"[146.25759457784855, 371.9919150367504]",25.215647326654846
39,"[155.54497661931703, 516.0999460857977]",0,"[146.25759457784855, 371.9919150367504]",144.406994560573
39,"[141.80172681244062, 255.86508304683005]",1,"[146.25759457784855, 371.9919150367504]",116.21228792842
39,"[194.20556400047172, 292.2877867496177]",1,"[146.25759457784855, 371.9919150367504]",93.01481515202038
39,"[137.98273538729677, 365.4320367752083]",1,"[146.25759457784855, 371.9919150367504]",10.559606878559068
39,"[191.29374060383756, 378.5657565398423]",1,"[146.25759457784855, 371.9919150367504]",45.51340287192312
39,"[142.44841427938752, 337.5301211833722]",0,"[146.25759457784855, 371.9919150367504]",34.67167561769865
39,"[139.24142127797109, 186.29582168762022]",1,"[146.25759457784855, 371.9919150367504]",185.82859245256847
39,"[104.16964004823673, 243.89312601283476]",0,"[146.25759457784855, 371.9919150367504]",134.83581002790143
39,"[121.6171346801733, 400.44906636818445]",0,"[146.25759457784855, 371.9919150367504]",37.6425520637095
39,"[108.37797860075867, 365.1392711630622]",0,"[146.25759457784855, 371.9919150367504]",38.49446758472443
39,"[175.29067405963636, 250.2945824200824]",0,"[146.25759457784855, 371.9919150367504]",125.11259117374132
39,"[206.36059312408088, 316.0230342241975]",0,"[146.25759457784855, 371.9919150367504]",82.12725524244775
39,"[238.4908459870447, 230.5202753964434]",1,"[146.25759457784855, 371.9919150367504]",168.88220003312625
39,"[179.66437251162984, 334.3077418265524]",0,"[146.25759457784855, 371.9919150367504]",50.35980264509764
39,"[162.08752023878105, 73.85712661064946]",1,"[146.25759457784855, 371.9919150367504]",298.5547497801812
39,"[53.78076466124588, 391.57259014301644]",1,"[146.25759457784855, 371.9919150367504]",94.52706971572431
39,"[155.55758919673443, 399.69822030244114]",0,"[146.25759457784855, 371.9919150367504]",29.22548975444121
40,"[190.1228732727173, 196.53764400417185]",1,"[146.25759457784855, 371.9919150367504]",180.8545379539923
40,"[165.90465050381854, 387.80639045395264]",1,"[146.25759457784855, 371.9919150367504]",25.22111098424267
40,"[155.55050583544647, 516.0814248989993]",0,"[146.25759457784855, 371.9919150367504]",144.38886747940342
40,"[141.8039544664452, 255.85042636949396]",1,"[146.25759457784855, 371.9919150367504]",116.22684844771608
40,"[194.2050863787756, 292.26825937413105]",1,"[146.25759457784855, 371.9919150367504]",93.03130248584004
40,"[137.9806501433572, 365.42990809695397]",1,"[146.25759457784855, 371.9919150367504]",10.562563337068998
40,"[191.2935330777554, 378.55800378454217]",1,"[146.25759457784855, 371.9919150367504]",45.51207837499041
40,"[142.448449727578, 337.5291570727352]",0,"[146.25759457784855, 371.9919150367504]",34.67262999797733
40,"[139.24063593393242, 186.29056238035722]",1,"[146.25759457784855, 371.9919150367504]",185.83387766234804
40,"[104.17090715264632, 243.90985853971395]",0,"[146.25759457784855, 371.9919150367504]",134.81951807856575
40,"[121.61639468122308, 400.42594367395515]",0,"[146.25759457784855, 371.9919150367504]",37.62555935646451
40,"[108.38330293550975, 365.1329827346372]",0,"[146.25759457784855, 371.9919150367504]",38.49034839714895
40,"[206.35589110280452, 316.04225324543717]",0,"[146.25759457784855, 371.9919150367504]",82.11071732583922
40,"[175.29125585862025, 250.29610187972048]",0,"[146.25759457784855, 371.9919150367504]",125.11124820461716
40,"[238.4884413591655, 230.52614848420995]",1,"[146.25759457784855, 371.9919150367504]",168.8759669233507
40,"[179.66436956683208, 334.3085150006853]",0,"[146.25759457784855, 371.9919150367504]",50.359222129046906
40,"[162.0871035833687, 73.89273423761048]",1,"[146.25759457784855, 371.9919150367504]",298.51917015239434
40,"[53.78424440031644, 391.59668537270335]",1,"[146.25759457784855, 371.9919150367504]",94.52865974392073
40,"[155.57093792494803, 399.85269725535653]",0,"[146.25759457784855, 371.9919150367504]",29.376207211509808
41,"[165.76406390006153, 387.5603394975759]",1,"[146.25759457784855, 371.9919150367504]",24.95752763418015
41,"[155.61401556076962, 516.3571635132233]",0,"[146.25759457784855, 371.9919150367504]",144.66812911378722
41,"[193.98630700525166, 293.83675192613333]",1,"[146.25759457784855, 371.9919150367504]",91.57652270546696
